,sold_price,address,sqarefootage,Type,Style,Community,List Price,bedNum,Bedrooms,bathNum,Bathrooms,Kitchens,Rooms,Parking Total,Municipality District,longitude,latitude,pageNum,iterationNum,weblink,Unnamed: 20,Dens
505,"1,050,000",80 Eastwood Park Gardens,1600-1799,Condo Townhouse,3-Storey,Long Branch,998000,3,3,3.0,3,1,7,2,Toronto W06,-79.535538,43.595388,94.0,22.0,https://www.zolo.ca/toronto-real-estate/80-eastwood-park-gardens/th-7,,0
506,"711,000",80 Carr Street,700-799,Condo Townhouse,Stacked Townhse,Kensington-Chinatown,589000,2,2,2.0,2,1,5,0,Toronto C01,-79.404318,43.649233,111.0,44.0,https://www.zolo.ca/toronto-real-estate/80-carr-street/th29,,0
507,"1,057,000",80 Campania Crescent,1500-2000,Detached,2-Storey,Milliken,918000,3,3,4.0,4,1,8,3,Toronto E07,-79.285039,43.815974,175.0,24.0,https://www.zolo.ca/toronto-real-estate/80-campania-crescent,,1
508,"1,070,000",80 Bude Street,700-1100,Detached,Bungalow,Oakwood-Vaughan,1099000,3,3,2.0,2,1,6,5,Toronto C03,-79.440449,43.694516,105.0,52.0,https://www.zolo.ca/toronto-real-estate/80-bude-street,,1
509,"510,000",80 Antibes Drive,1000-1199,Condo Apt,Apartment,Westminster-Branson,379000,2,2,1.0,1,1,8,1,Toronto C07,-79.448136,43.780308,301.0,44.0,https://www.zolo.ca/toronto-real-estate/80-antibes-drive/401,,0
510,"615,000",80 Antibes Drive,1200-1399,Condo Apt,Apartment,Westminster-Branson,619900,3,3,2.0,2,1,6,1,Toronto C07,-79.448136,43.780308,409.0,68.0,https://www.zolo.ca/toronto-real-estate/80-antibes-drive/2506,,1
511,"649,900",80 Antibes Drive,1200-1399,Condo Apt,Apartment,Westminster-Branson,649900,3,3,2.0,2,1,7,1,Toronto C07,-79.448136,43.780308,127.0,58.0,https://www.zolo.ca/toronto-real-estate/80-antibes-drive/2002,,1
512,"591,000",80 Alton Towers Circle,1000-1199,Condo Apt,Apartment,Milliken,499900,2,2,2.0,2,1,6,1,Toronto E07,-79.273945,43.823871,371.0,22.0,https://www.zolo.ca/toronto-real-estate/80-alton-towers-circle/1007,,1
513,"600,000",80 Alton Towers Circle,1200-1399,Condo Apt,Apartment,Milliken,499900,2,2,2.0,2,1,6,1,Toronto E07,-79.273945,43.823871,216.0,34.0,https://www.zolo.ca/toronto-real-estate/80-alton-towers-circle/1405,,1
514,"658,880",80 Alton Towers Circle,1200-1399,Condo Apt,Apartment,Milliken,499900,2,2,2.0,2,1,7,1,Toronto E07,-79.273945,43.823871,136.0,40.0,https://www.zolo.ca/toronto-real-estate/80-202-80-alton-towers-circle/202,,1
515,"497,000",8 York Street,0-499,Condo Apt,Apartment,Waterfront Communities C1,499000,,0,1.0,1,1,3,0,Toronto C01,-79.380749,43.640422,211.0,50.0,https://www.zolo.ca/toronto-real-estate/8-york-street/3501,,0
516,"670,000",8 York Street,600-699,Condo Apt,Apartment,Waterfront Communities C1,658000,1,1,1.0,1,1,4,1,Toronto C01,-79.380749,43.640422,26.0,34.0,https://www.zolo.ca/toronto-real-estate/8-york-street/807,,0
517,"680,000",8 York Street,500-599,Condo Apt,Apartment,Waterfront Communities C1,648000,1,1,1.0,1,1,4,1,Toronto C01,-79.380749,43.640422,168.0,58.0,https://www.zolo.ca/toronto-real-estate/8-york-street/3213,,0
518,"998,000",8 York Street,1000-1199,Condo Apt,Apartment,Waterfront Communities C1,998000,2,2,2.0,2,1,6,1,Toronto C01,-79.380749,43.640422,382.0,48.0,https://www.zolo.ca/toronto-real-estate/8-york-street/3212,,1
519,"2,150,000",8 Winlock Park,3000-3500,Detached,2-Storey,Newtonbrook East,2150000,4,4,5.0,5,1,9,8,Toronto C14,-79.39908199999999,43.78497,131.0,62.0,https://www.zolo.ca/toronto-real-estate/8-winlock-park,,4
520,"1,100,000",8 Windermere Avenue,1600-1799,Condo Townhouse,3-Storey,High Park-Swansea,998000,3,3,3.0,3,1,8,2,Toronto W01,-79.469862,43.637031,302.0,42.0,https://www.zolo.ca/toronto-real-estate/8-windermere-avenue/th16,,1
521,"2,175,000",8 Trefann Street,2000-2500,Detached,3-Storey,Regent Park,2225000,2,2,3.0,3,1,10,1,Toronto C08,-79.363403,43.656012,315.0,32.0,https://www.zolo.ca/toronto-real-estate/8-trefann-street,,1
522,"755,000",8 Thunder Grove,1000-1199,Condo Townhouse,3-Storey,Agincourt North,649900,3,3,2.0,2,1,6,2,Toronto E07,-79.265321,43.810362,89.0,60.0,https://www.zolo.ca/toronto-real-estate/8-thunder-grove,,1
523,"771,000",8 The Esplanade Drive,600-699,Condo Apt,Apartment,Waterfront Communities C8,649000,1,1,1.0,1,1,5,0,Toronto C08,-79.376292,43.646157,196.0,54.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade-drive/5502,,1
524,"630,000",8 The Esplanade Avenue,500-599,Condo Apt,Apartment,Waterfront Communities C8,620000,1,1,1.0,1,1,4,0,Toronto C08,-79.376292,43.646157,391.0,60.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade-avenue/1709,,0
525,"660,000",8 The Esplanade Avenue,500-599,Condo Apt,Apartment,Waterfront Communities C8,549000,1,1,1.0,1,1,4,0,Toronto C08,-79.376292,43.646157,80.0,32.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade-avenue/1201,,0
526,"1,105,000",8 The Esplanade Avenue,1000-1199,Condo Apt,Apartment,Waterfront Communities C8,899000,2,2,2.0,2,1,6,1,Toronto C08,-79.376292,43.646157,228.0,50.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade-avenue/1302,,1
527,"640,000",8 The Esplanade,500-599,Condo Apt,Apartment,Waterfront Communities C8,629800,1,1,1.0,1,1,4,0,Toronto C08,-79.376292,43.646157,361.0,56.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade/2710,,0
528,"652,000",8 The Esplanade,500-599,Condo Apt,Apartment,Waterfront Communities C8,629000,1,1,1.0,1,1,3,0,Toronto C08,-79.376292,43.646157,302.0,68.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade/1410,,0
529,"680,000",8 The Esplanade,600-699,Condo Apt,Apartment,Waterfront Communities C8,679800,1,1,1.0,1,1,4,0,Toronto C08,-79.376292,43.646157,147.0,38.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade/1401,,1
530,"830,000",8 The Esplanade,600-699,Condo Apt,Apartment,Waterfront Communities C8,779000,1,1,1.0,1,1,4,1,Toronto C08,-79.376292,43.646157,149.0,42.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade/2806,,1
531,"855,000",8 The Esplanade,700-799,Condo Apt,Apartment,Waterfront Communities C8,839500,1,1,2.0,2,1,5,1,Toronto C08,-79.376292,43.646157,34.0,50.0,https://www.zolo.ca/toronto-real-estate/8-the-esplanade/3912,,1
532,"500,000",8 Telegram Mews,0-499,Condo Apt,Apartment,Waterfront Communities C1,409900,,0,1.0,1,1,4,0,Toronto C01,-79.394839,43.640541,78.0,62.0,https://www.zolo.ca/toronto-real-estate/8-telegram-mews/812a,,0
533,"630,000",8 Telegram Mews,600-699,Condo Apt,Apartment,Waterfront Communities C1,598900,1,1,1.0,1,1,4,1,Toronto C01,-79.394839,43.640541,266.0,40.0,https://www.zolo.ca/toronto-real-estate/8-telegram-mews/1210,,0
534,"875,000",8 Stobo Lane,1100-1500,Att/Row/Twnhouse,3-Storey,Cliffcrest,699000,3,3,4.0,4,1,6,2,Toronto E08,-79.227439,43.728945,136.0,28.0,https://www.zolo.ca/toronto-real-estate/8-stobo-lane,,1
535,"450,000",8 Silverbell Grove,700-799,Condo Apt,Apartment,Malvern,399900,1,1,2.0,2,1,6,1,Toronto E11,-79.216912,43.804398,57.0,32.0,https://www.zolo.ca/toronto-real-estate/8-silverbell-grove/305,,1
536,"482,500",8 Silverbell Grove,1000-1199,Condo Apt,Apartment,Malvern,399000,2,2,2.0,2,1,7,1,Toronto E11,-79.216912,43.804398,174.0,64.0,https://www.zolo.ca/toronto-real-estate/8-silverbell-grove/1004,,1
537,"829,000",8 Sego Royalway Way,1200-1399,Condo Townhouse,Multi-Level,Hillcrest Village,699000,3,3,2.0,2,1,6,2,Toronto C15,-79.354934,43.799508,152.0,34.0,https://www.zolo.ca/toronto-real-estate/8-sego-royalway,,0
538,"583,600",8 Scollard Street,500-599,Condo Apt,Apartment,Annex,499900,1,1,1.0,1,1,5,0,Toronto C02,-79.388684,43.6726,117.0,50.0,https://www.zolo.ca/toronto-real-estate/8-scollard-street/201,,0
539,"630,000",8 Scollard Street,600-699,Condo Apt,Apartment,Annex,649000,1,1,1.0,1,1,4,0,Toronto C02,-79.388684,43.6726,393.0,22.0,https://www.zolo.ca/toronto-real-estate/8-scollard-street/1111,,1
540,"550,000",8 Rosebank Drive,700-799,Condo Apt,Apartment,Malvern,524900,2,2,1.0,1,1,5,1,Toronto E11,-79.23736099999999,43.791899,298.0,58.0,https://www.zolo.ca/toronto-real-estate/8-rosebank-drive/15j,,0
541,"558,000",8 Rosebank Drive,700-799,Condo Apt,Apartment,Malvern,565900,2,2,1.0,1,1,5,1,Toronto E11,-79.23736099999999,43.791899,55.0,66.0,https://www.zolo.ca/toronto-real-estate/8-rosebank-drive/11j,,0
542,"558,000",8 Rosebank Drive,800-899,Condo Apt,Apartment,Malvern,549900,2,2,1.0,1,1,5,1,Toronto E11,-79.23736099999999,43.791899,57.0,22.0,https://www.zolo.ca/toronto-real-estate/8-rosebank-drive/8j,,0
543,"580,000",8 Rosebank Drive,800-899,Condo Apt,Apartment,Malvern,555000,2,2,2.0,2,1,5,1,Toronto E11,-79.23736099999999,43.791899,71.0,46.0,https://www.zolo.ca/toronto-real-estate/8-rosebank-drive/11c,,0
544,"510,000",8 Rean Drive,500-599,Condo Apt,Apartment,Bayview Village,449000,1,1,1.0,1,1,4,1,Toronto C15,-79.382784,43.766045,202.0,42.0,https://www.zolo.ca/toronto-real-estate/8-rean-drive/306,,0
545,"560,000",8 Rean Drive,500-599,Condo Apt,Apartment,Bayview Village,499900,1,1,1.0,1,1,4,1,Toronto C15,-79.382784,43.766045,154.0,38.0,https://www.zolo.ca/toronto-real-estate/8-rean-drive/806,,0
546,"590,000",8 Rean Drive,700-799,Comm Element Condo,Apartment,Bayview Village,598888,1,1,2.0,2,1,5,1,Toronto C15,-79.382784,43.766045,122.0,24.0,https://www.zolo.ca/toronto-real-estate/8-rean-drive/803,,1
547,"610,000",8 Rean Drive,800-899,Condo Apt,Apartment,Bayview Village,549000,2,2,2.0,2,1,6,1,Toronto C15,-79.382784,43.766045,291.0,64.0,https://www.zolo.ca/toronto-real-estate/8-rean-drive/505,,0
548,"615,000",8 Rean Drive,700-799,Condo Apt,Apartment,Bayview Village,549000,1,1,2.0,2,1,5,1,Toronto C15,-79.382784,43.766045,94.0,38.0,https://www.zolo.ca/toronto-real-estate/8-rean-drive/703,,1
549,"1,027,000",8 Pepler Avenue,1100-1500,Semi-Detached,2-Storey,East York,899000,3,3,1.0,1,1,6,1,Toronto E03,-79.349215,43.692928,202.0,58.0,https://www.zolo.ca/toronto-real-estate/8-pepler-avenue,,0
550,"642,000",8 Pemberton Avenue,800-899,Condo Apt,Apartment,Newtonbrook East,599000,2,2,2.0,2,1,5,1,Toronto C14,-79.414404,43.781132,36.0,34.0,https://www.zolo.ca/toronto-real-estate/8-pemberton-avenue/1102,,0
551,"585,000",8 Park Road,600-699,Condo Apt,Apartment,Rosedale-Moore Park,618000,1,1,1.0,1,1,5,0,Toronto C09,-79.384734,43.67146,390.0,40.0,https://www.zolo.ca/toronto-real-estate/8-park-road/1609,,1
552,"820,000",8 Park Road,900-999,Condo Apt,Apartment,Rosedale-Moore Park,849900,2,2,2.0,2,1,8,0,Toronto C09,-79.384734,43.67146,411.0,44.0,https://www.zolo.ca/toronto-real-estate/8-park-road/3206,,1
553,"595,000",8 Mondeo Drive N,1000-1199,Condo Apt,Multi-Level,Dorset Park,599000,2,2,2.0,2,1,5,1,Toronto E04,,,,,,,0
554,"479,900",8 Mondeo Drive,600-699,Condo Apt,Apartment,Dorset Park,479900,1,1,1.0,1,1,4,1,Toronto E04,-79.28789599999999,43.764392,39.0,26.0,https://www.zolo.ca/toronto-real-estate/8-mondeo-drive/804,,0
555,"645,000",8 Mondeo Drive,900-999,Condo Apt,Apartment,Dorset Park,599000,2,2,2.0,2,1,5,1,Toronto E04,-79.28789599999999,43.764392,241.0,36.0,https://www.zolo.ca/toronto-real-estate/8-mondeo-drive/1015,,0
556,"645,000",8 Mondeo Drive,900-999,Condo Apt,Apartment,Dorset Park,599000,2,2,2.0,2,1,5,1,Toronto E04,-79.28789599999999,43.764392,241.0,41.0,https://www.zolo.ca/toronto-real-estate/8-mondeo-drive/1015,,0
557,"560,000",8 Mercer Street,500-599,Condo Apt,Apartment,Waterfront Communities C1,549900,1,1,1.0,1,1,3,0,Toronto C01,-79.389737,43.645985,396.0,26.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/804,,0
558,"590,000",8 Mercer Street,500-599,Condo Apt,Apartment,Waterfront Communities C1,598700,1,1,1.0,1,1,3,0,Toronto C01,-79.389737,43.645985,381.0,52.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/801,,1
559,"600,000",8 Mercer Street,500-599,Condo Apt,Apartment,Waterfront Communities C1,569000,1,1,1.0,1,1,2,0,Toronto C01,-79.389737,43.645985,296.0,60.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/2304,,0
560,"630,000",8 Mercer Street,600-699,Comm Element Condo,Apartment,Waterfront Communities C1,630000,1,1,1.0,1,1,5,0,Toronto C01,-79.389737,43.645985,250.0,64.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/912,,1
561,"682,000",8 Mercer Street,600-699,Condo Apt,Apartment,Waterfront Communities C1,689900,1,1,1.0,1,1,4,1,Toronto C01,-79.389737,43.645985,91.0,52.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/521,,1
562,"985,000",8 Mercer Street,1000-1199,Condo Apt,Apartment,Waterfront Communities C1,998000,3,3,2.0,2,1,6,1,Toronto C01,-79.389737,43.645985,311.0,44.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/1708,,0
563,"995,000",8 Mercer Street,1000-1199,Condo Apt,Apartment,Waterfront Communities C1,998000,2,2,2.0,2,1,6,1,Toronto C01,-79.389737,43.645985,202.0,24.0,https://www.zolo.ca/toronto-real-estate/8-mercer-street/1808,,1
564,"460,000",8 Lee Centre Drive,500-599,Condo Apt,Apartment,Woburn,399900,1,1,1.0,1,1,4,1,Toronto E09,-79.247346,43.780832,106.0,42.0,https://www.zolo.ca/toronto-real-estate/8-lee-centre-drive/1802,,0
565,"465,000",8 Lee Centre Drive,600-699,Condo Apt,Apartment,Woburn,465000,1,1,1.0,1,1,5,1,Toronto E09,-79.247346,43.780832,43.0,30.0,https://www.zolo.ca/toronto-real-estate/8-lee-centre-drive/1116,,1
566,"470,000",8 Lee Centre Drive,600-699,Condo Apt,Apartment,Woburn,470000,1,1,1.0,1,1,4,1,Toronto E09,-79.247346,43.780832,110.0,86.0,https://www.zolo.ca/toronto-real-estate/8-lee-centre-drive/505,,1
567,"545,000",8 Lee Centre Drive,800-899,Condo Apt,Apartment,Woburn,499900,2,2,2.0,2,1,5,1,Toronto E09,-79.247346,43.780832,319.0,68.0,https://www.zolo.ca/toronto-real-estate/8-lee-centre-drive/1903,,0
568,"550,000",8 Lee Centre Drive,800-899,Condo Apt,Apartment,Woburn,529000,2,2,2.0,2,1,5,1,Toronto E09,-79.247346,43.780832,252.0,44.0,https://www.zolo.ca/toronto-real-estate/8-lee-centre-drive/1503,,0
569,"602,000",8 Lee Centre Drive,1200-1399,Condo Apt,Apartment,Woburn,579900,4,4,3.0,3,1,7,2,Toronto E09,-79.247346,43.780832,121.0,28.0,https://www.zolo.ca/toronto-real-estate/8-lee-centre-drive/2106,,0
570,"2,361,000",8 Kendal Avenue,2000-2500,Detached,2-Storey,Annex,1995000,3,3,3.0,3,1,6,2,Toronto C02,-79.407042,43.669846,300.0,68.0,https://www.zolo.ca/toronto-real-estate/8-kendal-avenue,,1
571,"437,000",8 Hillsdale Avenue E,0-499,Condo Apt,Apartment,Mount Pleasant West,439990,,0,1.0,1,1,2,0,Toronto C10,-79.394747,43.704005,147.0,44.0,https://www.zolo.ca/toronto-real-estate/8-hillsdale-avenue-east/1216,,0
572,"638,000",8 Hillsdale Avenue E,500-599,Condo Apt,Apartment,Mount Pleasant East,609900,1,1,1.0,1,1,3,0,Toronto C10,-79.394747,43.704005,206.0,60.0,https://www.zolo.ca/toronto-real-estate/8-hillsdale-avenue-east/1527,,1
573,"668,000",8 Hillsdale Avenue E,500-599,Condo Apt,Apartment,Mount Pleasant East,638000,1,1,1.0,1,1,4,0,Toronto C10,-79.394747,43.704005,116.0,26.0,https://www.zolo.ca/toronto-real-estate/8-hillsdale-avenue-east/1221,,1
574,"925,500",8 Hillsdale Avenue E,700-799,Condo Apt,Apartment,Mount Pleasant East,918000,2,2,2.0,2,1,4,1,Toronto C10,-79.394747,43.704005,113.0,42.0,https://www.zolo.ca/toronto-real-estate/8-hillsdale-avenue-east/1523,,0
575,"770,000",8 Hillcrest Avenue,800-899,Condo Apt,Apartment,Willowdale East,808800,2,2,2.0,2,1,5,1,Toronto C14,-79.412215,43.767569,204.0,26.0,https://www.zolo.ca/toronto-real-estate/8-hillcrest-avenue/2910,,0
576,"831,000",8 Hillcrest Avenue,900-999,Condo Apt,Apartment,Willowdale East,839990,2,2,2.0,2,1,5,1,Toronto C14,-79.412215,43.767569,276.0,24.0,https://www.zolo.ca/toronto-real-estate/8-hillcrest-avenue/2516,,0
577,"850,000",8 Grenbeck Drive,1500-2000,Att/Row/Twnhouse,2-Storey,Milliken,789900,3,3,3.0,3,1,6,2,Toronto E07,-79.292573,43.822115,376.0,60.0,https://www.zolo.ca/toronto-real-estate/8-grenbeck-drive,,1
578,"5,000,000",8 Glenayr Road,3500-5000,Detached,2-Storey,Forest Hill South,5200000,4,4,5.0,5,1,9,4,Toronto C03,-79.4176,43.68939,355.0,30.0,https://www.zolo.ca/toronto-real-estate/8-glenayr-road,,1
579,"1,360,000",8 Gade Drive,2000-2500,Detached,2-Storey,Downsview-Roding-CFB,1088888,5,5,3.0,3,1,9,5,Toronto W05,-79.489438,43.728812,356.0,46.0,https://www.zolo.ca/toronto-real-estate/8-gade-drive,,2
580,"987,000",8 Foundry Avenue,1000-1199,Condo Townhouse,3-Storey,Dovercourt-Wallace Emerson-Junction,875900,2,2,2.0,2,1,6,1,Toronto W02,-79.448605,43.668461,110.0,53.0,https://www.zolo.ca/toronto-real-estate/8-foundry-avenue/259,,1
581,"485,000",8 Fieldway Road,500-599,Condo Apt,Apartment,Islington-City Centre West,479900,1,1,1.0,1,1,4,0,Toronto W08,-79.52780899999999,43.642652,48.0,56.0,https://www.zolo.ca/toronto-real-estate/8-fieldway-road/407,,0
582,"630,000",8 Fieldway Road,600-699,Condo Apt,Apartment,Islington-City Centre West,499000,1,1,1.0,1,1,5,1,Toronto W08,-79.52780899999999,43.642652,124.0,34.0,https://www.zolo.ca/toronto-real-estate/8-fieldway-road/516,,1
583,"660,000",8 Fairwood Crescent,1000-1199,Condo Townhouse,2-Storey,West Hill,529000,2,2,2.0,2,1,6,1,Toronto E10,-79.18471600000001,43.774315,290.0,34.0,https://www.zolo.ca/toronto-real-estate/8-fairwood-crescent/123,,1
584,"743,000",8 Eglinton Avenue East Avenue,700-799,Condo Apt,Apartment,Mount Pleasant East,738000,2,2,2.0,2,1,5,0,Toronto C10,-79.398128,43.707038,79.0,40.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east-avenue/4508,,0
585,"550,000",8 Eglinton Avenue E,0-499,Condo Apt,Apartment,Mount Pleasant West,575000,1,1,1.0,1,1,4,0,Toronto C10,-79.398128,43.707038,275.0,38.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/3910,,0
586,"565,000",8 Eglinton Avenue E,500-599,Condo Apt,Apartment,Mount Pleasant West,578000,1,1,1.0,1,1,4,0,Toronto C10,-79.398128,43.707038,409.0,36.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/4710,,0
587,"600,000",8 Eglinton Avenue E,500-599,Condo Apt,Apartment,Mount Pleasant West,599800,1,1,1.0,1,1,4,0,Toronto C10,-79.398128,43.707038,107.0,68.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/4307,,0
588,"616,000",8 Eglinton Avenue E,500-599,Condo Apt,Apartment,Mount Pleasant West,625000,1,1,1.0,1,1,4,0,Toronto C10,-79.398128,43.707038,92.0,62.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/1209,,1
589,"616,000",8 Eglinton Avenue E,500-599,Condo Apt,Apartment,Mount Pleasant West,625000,1,1,1.0,1,1,4,0,Toronto C10,-79.398128,43.707038,102.0,58.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/1209,,1
590,"670,000",8 Eglinton Avenue E,600-699,Condo Apt,Apartment,Mount Pleasant West,660000,1,1,2.0,2,1,4,0,Toronto C10,-79.398128,43.707038,408.0,58.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/3212,,1
591,"720,000",8 Eglinton Avenue E,600-699,Condo Apt,Apartment,Mount Pleasant West,739000,2,2,2.0,2,1,5,0,Toronto C10,-79.398128,43.707038,220.0,62.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/908,,0
592,"721,000",8 Eglinton Avenue E,600-699,Condo Apt,Apartment,Mount Pleasant West,688000,1,1,2.0,2,1,5,0,Toronto C10,-79.398128,43.707038,266.0,38.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/5112,,1
593,"795,000",8 Eglinton Avenue E,700-799,Condo Apt,Apartment,Mount Pleasant West,749000,2,2,2.0,2,1,6,1,Toronto C10,-79.398128,43.707038,273.0,38.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/1111,,1
594,"838,000",8 Eglinton Avenue E,700-799,Condo Apt,Apartment,Mount Pleasant East,768000,2,2,2.0,2,1,6,0,Toronto C10,-79.398128,43.707038,40.0,34.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue-east/4902,,1
595,"555,000",8 Eglinton Avenue,500-599,Condo Apt,Apartment,Mount Pleasant West,549900,1,1,1.0,1,1,4,0,Toronto C10,-79.568545,43.673903,359.0,68.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue/507,,0
596,"824,000",8 Eglinton Avenue,700-799,Condo Apt,Apartment,Mount Pleasant East,849000,2,2,2.0,2,1,6,1,Toronto C10,-79.568545,43.673903,378.0,30.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue/1302,,1
597,"880,500",8 Eglinton Avenue,700-799,Condo Apt,Apartment,Mount Pleasant East,789500,2,2,2.0,2,1,5,1,Toronto C10,-79.568545,43.673903,188.0,28.0,https://www.zolo.ca/toronto-real-estate/8-eglinton-avenue/3202,,1
598,"950,000",8 Dutch Myrtle Way,1600-1799,Condo Townhouse,3-Storey,Banbury-Don Mills,979800,3,3,4.0,4,1,7,2,Toronto C13,-79.4163,43.70011,403.0,68.0,https://www.zolo.ca/toronto-real-estate/8-dutch-myrtle-way,,0
599,"540,000",8 Drummond Street,500-599,Condo Townhouse,Stacked Townhse,Mimico,499900,1,1,1.0,1,1,3,1,Toronto W06,-79.497404,43.613165,125.0,46.0,https://www.zolo.ca/toronto-real-estate/8-drummond-street/416,,0
600,"745,000",8 Dovercourt Road,700-799,Condo Apt,Apartment,Little Portugal,749900,2,2,2.0,2,1,5,0,Toronto C01,-79.428946,43.660201,229.0,30.0,https://www.zolo.ca/toronto-real-estate/8-dovercourt-road/207,,0
601,"625,000",8 Covington Road,900-999,Condo Apt,Apartment,Englemount-Lawrence,649000,2,2,2.0,2,1,4,1,Toronto C04,-79.431043,43.720845,129.0,46.0,https://www.zolo.ca/toronto-real-estate/8-covington-road/312,,0
602,"818,000",8 Covington Road,1200-1399,Condo Apt,Apartment,Englemount-Lawrence,829000,2,2,3.0,3,1,5,1,Toronto C04,-79.431043,43.720845,323.0,44.0,https://www.zolo.ca/toronto-real-estate/8-covington-road/1108,,0
603,"1,100,000",8 Covington Road,1600-1799,Condo Apt,Apartment,Englemount-Lawrence,1179000,2,2,3.0,3,1,7,2,Toronto C04,-79.431043,43.720845,132.0,50.0,https://www.zolo.ca/toronto-real-estate/8-covington-road/ph104,,1
604,"803,000",8 Coventry Street,1100-1500,Att/Row/Twnhouse,3-Storey,Oakridge,699900,3,3,3.0,3,1,4,1,Toronto E06,-79.277146,43.692538,297.0,30.0,https://www.zolo.ca/toronto-real-estate/8-coventry-street,,0
605,"915,600",8 Charlotte Street,700-799,Condo Apt,Apartment,Waterfront Communities C1,749900,1,1,2.0,2,1,4,1,Toronto C01,-79.39389200000001,43.64609,47.0,68.0,https://www.zolo.ca/toronto-real-estate/8-charlotte-street/2905,,1
606,"941,500",8 Charlotte Street,700-799,Condo Apt,Apartment,Waterfront Communities C1,799900,1,1,2.0,2,1,4,1,Toronto C01,-79.39389200000001,43.64609,187.0,22.0,https://www.zolo.ca/toronto-real-estate/8-charlotte-street/2904,,1
607,"1,015,000",8 Charlotte Street,700-799,Condo Apt,Apartment,Waterfront Communities C1,1025000,1,1,2.0,2,1,4,1,Toronto C01,-79.39389200000001,43.64609,173.0,22.0,https://www.zolo.ca/toronto-real-estate/8-charlotte-street/3504,,0
608,"1,030,000",8 Charlotte Street,900-999,Condo Apt,Apartment,Waterfront Communities C1,1049000,2,2,2.0,2,1,5,1,Toronto C01,-79.39389200000001,43.64609,302.0,44.0,https://www.zolo.ca/toronto-real-estate/8-charlotte-street/2503,,0
609,"1,077,000",8 Bushell Avenue,1100-1500,Semi-Detached,2-Storey,South Riverdale,899000,2,2,2.0,2,1,5,2,Toronto E01,-79.334909,43.670585,4.0,38.0,https://www.zolo.ca/toronto-real-estate/8-bushell-avenue,,0
610,"1,630,000",8 Basswood Road,2500-3000,Att/Row/Twnhouse,3-Storey,Willowdale West,1548000,4,4,3.0,3,1,9,2,Toronto C07,-79.418483,43.773694,320.0,32.0,https://www.zolo.ca/toronto-real-estate/8-basswood-road,,1
611,"2,400,000",8 Annex Lane,1500-2000,Att/Row/Twnhouse,3-Storey,Annex,1985000,3,3,3.0,3,1,7,1,Toronto C02,-79.404431,43.667497,211.0,64.0,https://www.zolo.ca/toronto-real-estate/8-annex-lane,,0
612,"495,000",797 Don Mills Road,700-799,Condo Apt,Apartment,Flemingdon Park,499900,1,1,1.0,1,1,4,1,Toronto C11,-79.337689,43.719479,325.0,50.0,https://www.zolo.ca/toronto-real-estate/797-don-mills-road/401,,1
613,"2,450,000",79 Roslin Avenue,2000-2500,Detached,2-Storey,Lawrence Park North,1989000,3,3,4.0,4,1,8,1,Toronto C04,-79.399276,43.73015,77.0,48.0,https://www.zolo.ca/toronto-real-estate/79-roslin-avenue,,0
614,"1,009,000",79 Rosethorn Avenue,700-1100,Semi-Detached,2-Storey,Weston-Pellam Park,799900,2,2,3.0,3,1,5,2,Toronto W03,-79.462796,43.679052,69.0,64.0,https://www.zolo.ca/toronto-real-estate/79-rosethorn-avenue,,1
615,"685,000",79 Hedge End Road,1400-1599,Condo Townhouse,3-Storey,Rouge E11,649900,3,3,3.0,3,1,6,2,Toronto E11,-79.17509799999999,43.807946,196.0,58.0,https://www.zolo.ca/toronto-real-estate/79-hedge-end-road,,1
