sold_price,address,mean_sqarefootage,Type,renamedType,Style,Community,List Price,Bedrooms,Dens,Bathrooms,Kitchens,Rooms,Parking Total,Municipality District,longitude,latitude,weblink,squarefootage
587000,200 Manitoba Street,750,Condo Apt,Condo Apartment,Loft,Mimico,589000,1,0,2,1,4,1,W06,-79.490961,43.62438,https://www.zolo.ca/toronto-real-estate/200-manitoba-street/222,700-799
588000,90 Queens Wharf Road,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589000,1,0,1,1,4,0,C01,-79.399519,43.639679,https://www.zolo.ca/toronto-real-estate/90-queens-wharf-road/311,500-599
588000,736 Spadina Avenue,550,Condo Apt,Condo Apartment,Apartment,University,589000,1,0,1,1,4,0,C01,-79.403543,43.665872,https://www.zolo.ca/toronto-real-estate/736-spadina-avenue/516,500-599
589000,725 King Street W,650,Condo Apt,Condo Apartment,Apartment,Niagara,589000,1,1,1,1,5,1,C01,-79.404768,43.643332,https://www.zolo.ca/toronto-real-estate/725-king-street-west/701,600-699
590000,1190 Dundas Street E,550,Condo Apt,Condo Apartment,Apartment,South Riverdale,589000,1,0,1,1,5,0,E01,-79.380237,43.656448,https://www.zolo.ca/toronto-real-estate/1190-dundas-street-east/629,500-599
590000,1190 Dundas Street E,550,Condo Apt,Condo Apartment,Apartment,South Riverdale,589000,1,0,1,1,5,0,E01,-79.380237,43.656448,https://www.zolo.ca/toronto-real-estate/1190-dundas-street-east/629,500-599
598000,1030 Sheppard Avenue W,850,Condo Apt,Condo Apartment,Apartment,Bathurst Manor,589000,2,0,2,1,5,1,C06,-79.460806,43.751006,https://www.zolo.ca/toronto-real-estate/1030-sheppard-avenue-west/709,800-899
600000,2885 Bayview Avenue,650,Condo Apt,Condo Apartment,Apartment,Bayview Village,589000,1,0,1,1,4,1,C15,-79.387948,43.767736,https://www.zolo.ca/toronto-real-estate/2885-bayview-avenue/541,600-699
600000,231 Fort York Boulevard,550,Condo Apt,Condo Apartment,Apartment,Niagara,589000,1,0,1,1,4,1,C01,-79.406626,43.636548,https://www.zolo.ca/toronto-real-estate/231-fort-york-boulevard/804,500-599
600000,2 Valhalla Inn Road,1500,Condo Townhouse,Condo Townhouse,2-Storey,Islington-City Centre West,589000,3,2,3,1,12,1,W08,-79.559271,43.641777,https://www.zolo.ca/toronto-real-estate/2-valhalla-inn-road/350,1400-1599
601000,10 Yonge Street,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589000,1,0,1,1,4,1,C01,-79.375682,43.642573,https://www.zolo.ca/toronto-real-estate/10-yonge-street/305,500-599
605000,397 Beechgrove Drive,1300,Condo Townhouse,Condo Townhouse,Stacked Townhouse,West Hill,589000,3,0,2,1,7,1,E10,-79.161773,43.773813,https://www.zolo.ca/toronto-real-estate/397-beechgrove-drive/66,1200-1399
610000,200 Manitoba Street,750,Condo Apt,Condo Apartment,Loft,Mimico,589000,1,1,2,1,5,1,W06,-79.490961,43.62438,https://www.zolo.ca/toronto-real-estate/200-manitoba-street/130,700-799
620000,7 Bishop Avenue,1100,Condo Apt,Condo Apartment,Apartment,Newtonbrook East,589000,2,1,2,1,5,1,C14,-79.4143,43.781699,https://www.zolo.ca/toronto-real-estate/7-bishop-avenue/507,1000-1199
629000,270 Wellington Street W,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589000,1,1,1,1,5,1,C01,-79.391638,43.644907,https://www.zolo.ca/toronto-real-estate/270-wellington-street-west/423,600-699
635000,18 Stafford Street,750,Condo Apt,Condo Apartment,Apartment,Niagara,589000,1,0,1,1,4,0,C01,-79.52661,43.664305,https://www.zolo.ca/toronto-real-estate/18-stafford-street/913,700-799
636000,393 Beechgrove Drive,1300,Condo Townhouse,Condo Townhouse,Stacked Townhouse,West Hill,589000,3,0,3,1,8,1,E10,-79.161773,43.773813,https://www.zolo.ca/toronto-real-estate/393-beechgrove-drive/74,1200-1399
640000,15 Bruyeres Mews,750,Condo Apt,Condo Apartment,Apartment,Niagara,589000,1,1,2,1,4,0,C01,-79.400464,43.637305,https://www.zolo.ca/toronto-real-estate/15-bruyeres-mews/408,700-799
645000,31 Bales Avenue,650,Condo Apt,Condo Apartment,Apartment,Willowdale East,589000,1,1,1,1,4,1,C14,-79.408904,43.760054,https://www.zolo.ca/toronto-real-estate/31-bales-avenue/516,600-699
645500,320 Richmond Street E,750,Condo Apt,Condo Apartment,Apartment,Moss Park,589000,1,1,2,1,4,1,C08,-79.368524,43.653516,https://www.zolo.ca/toronto-real-estate/320-richmond-street-east/905,700-799
650000,5765 Yonge Street,1100,Condo Apt,Condo Apartment,Apartment,Newtonbrook East,589000,2,1,2,1,5,2,C14,-79.415123,43.783083,https://www.zolo.ca/toronto-real-estate/5765-yonge-street/ph504,1000-1199
650000,410 Queens Quay W,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589000,1,0,1,1,4,1,C01,-79.391261,43.637975,https://www.zolo.ca/toronto-real-estate/410-queens-quay-west/1513,600-699
650000,222 The Esplanade,950,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C8,589000,2,0,2,1,5,1,C08,-79.365521,43.649567,https://www.zolo.ca/toronto-real-estate/222-the-esplanade/1116,900-999
650303,200 Manitoba Street,750,Condo Apt,Condo Apartment,Loft,Mimico,589000,1,1,2,1,4,1,W06,-79.490961,43.62438,https://www.zolo.ca/toronto-real-estate/200-manitoba-street/303,700-799
651000,3 Michael Power Place,850,Condo Apt,Condo Apartment,Apartment,Islington-City Centre West,589000,2,0,2,1,6,1,W08,-79.529496,43.643963,https://www.zolo.ca/toronto-real-estate/3-michael-power-place/1602,800-899
655000,200 Manitoba Street,750,Condo Apt,Condo Apartment,2-Storey,Mimico,589000,1,1,2,1,5,1,W06,-79.490961,43.62438,https://www.zolo.ca/toronto-real-estate/200-manitoba-street/405,700-799
668000,76 Shuter Street,750,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,589000,1,1,1,1,5,1,C08,-79.37538,43.655303,https://www.zolo.ca/toronto-real-estate/76-shuter-street/1309,700-799
670000,1 Avondale Avenue,850,Condo Apt,Condo Apartment,Loft,Willowdale East,589000,1,1,2,1,5,2,C14,-79.409675,43.757958,https://www.zolo.ca/toronto-real-estate/1-avondale-avenue/lph-7,800-899
676000,75 Blackwell Avenue,1500,Condo Townhouse,Condo Townhouse,3-Storey,Malvern,589000,4,0,3,1,7,2,E11,-79.220523,43.804441,https://www.zolo.ca/toronto-real-estate/75-blackwell-avenue/12,1400-1599
685000,222 The Esplanade,850,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C8,589000,2,1,1,1,6,1,C08,-79.365521,43.649567,https://www.zolo.ca/toronto-real-estate/222-the-esplanade/320,800-899
702500,260 Sackville Street,750,Condo Apt,Condo Apartment,Apartment,Regent Park,589000,1,1,2,1,5,1,C08,-79.3637,43.661469,https://www.zolo.ca/toronto-real-estate/260-sackville-street/1114,700-799
705000,30 Sentinel Road,1300,Condo Townhouse,Condo Townhouse,2-Storey,York University Heights,589000,3,0,2,1,7,2,W05,-79.492503,43.74497,https://www.zolo.ca/toronto-real-estate/30-sentinel-road/1,1200-1399
709999,88 Carr Street,850,Condo Townhouse,Condo Townhouse,Stacked Townhouse,Kensington-Chinatown,589000,2,0,2,1,5,1,C01,-79.404271,43.649618,https://www.zolo.ca/toronto-real-estate/88-carr-street/37,800-899
711000,80 Carr Street,750,Condo Townhouse,Condo Townhouse,Stacked Townhouse,Kensington-Chinatown,589000,2,0,2,1,5,0,C01,-79.404318,43.649233,https://www.zolo.ca/toronto-real-estate/80-carr-street/th29,700-799
728000,17 Anndale Drive,750,Condo Apt,Condo Apartment,Apartment,Willowdale East,589000,1,1,1,1,4,1,C14,-79.406933,43.760513,https://www.zolo.ca/toronto-real-estate/17-anndale-drive/2310,700-799
610000,175 Hilda Avenue,1100,Condo Apt,Condo Apartment,Apartment,Newtonbrook West,589500,3,0,2,1,7,2,C07,-79.427199,43.794611,https://www.zolo.ca/toronto-real-estate/175-hilda-avenue/101,1000-1199
655000,230 King Street E,550,Condo Apt,Condo Apartment,Apartment,Moss Park,589500,1,0,1,1,4,1,C08,-79.368348,43.651256,https://www.zolo.ca/toronto-real-estate/230-king-street-east/1723,500-599
608000,1030 Sheppard Avenue W,950,Condo Apt,Condo Apartment,Apartment,Bathurst Manor,589727,2,0,2,1,5,1,C06,-79.460806,43.751006,https://www.zolo.ca/toronto-real-estate/1030-sheppard-avenue-west/206,900-999
565000,2800 Keele Street,650,Condo Apt,Condo Apartment,Apartment,Downsview-Roding-CFB,589800,1,1,1,1,5,1,W05,-79.482723,43.728646,https://www.zolo.ca/toronto-real-estate/2800-keele-street/811,600-699
580000,80 Harrison Garden Boulevard,650,Condo Apt,Condo Apartment,Apartment,Willowdale East,589800,1,1,1,1,5,1,C14,-79.405781,43.756331,https://www.zolo.ca/toronto-real-estate/80-harrison-garden-boulevard/923,600-699
623000,21 Iceboat Terrace,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589800,1,1,1,1,5,1,C01,-79.397447,43.640309,https://www.zolo.ca/toronto-real-estate/21-iceboat-terrace/1903,600-699
565000,955 O'connor Drive,1100,Condo Apt,Condo Apartment,Apartment,O'Connor-Parkview,589900,2,1,2,1,6,1,E03,-79.31058,43.708163,https://www.zolo.ca/toronto-real-estate/955-oconnor-drive/309,1000-1199
577000,39 Sherbourne Street,550,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,589900,1,0,1,1,4,0,C08,-79.368056,43.650839,https://www.zolo.ca/toronto-real-estate/39-sherbourne-st/1202,500-599
578000,2220 Lake Shore Boulevard W,550,Condo Apt,Condo Apartment,Apartment,Mimico,589900,1,1,1,1,4,1,W06,-79.48329,43.622863,https://www.zolo.ca/toronto-real-estate/2220-lake-shore-boulevard-west/3603,500-599
580000,99 Hayden Street,550,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,589900,1,0,1,1,4,1,C08,-79.381726,43.67024,https://www.zolo.ca/toronto-real-estate/99-hayden-street/806,500-599
580000,391 Beechgrove Drive,1100,Condo Townhouse,Condo Townhouse,Stacked Townhouse,West Hill,589900,3,1,3,1,9,1,E10,-79.161773,43.773813,https://www.zolo.ca/toronto-real-estate/391-beechgrove-drive/77,1000-1199
585000,12 Bonnycastle Street,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C8,589900,1,0,1,1,3,0,C08,-79.364291,43.645729,https://www.zolo.ca/toronto-real-estate/12-bonnycastle-street/318,500-599
585000,109 Front Street E,550,Condo Apt,Condo Apartment,Apartment,Moss Park,589900,1,0,1,1,1,1,C08,-79.370994,43.649383,https://www.zolo.ca/toronto-real-estate/109-front-street-east/1009,500-599
586000,460 Adelaide Street E,550,Condo Apt,Condo Apartment,Apartment,Moss Park,589900,1,0,1,1,4,0,C08,-79.366632,43.652675,https://www.zolo.ca/toronto-real-estate/460-adelaide-street-east/706,500-599
589000,1070 Sheppard Avenue W,750,Condo Apt,Condo Apartment,Apartment,York University Heights,589900,1,1,2,1,4,1,W05,-79.465096,43.750625,https://www.zolo.ca/toronto-real-estate/1070-sheppard-avenue-west/908,700-799
590000,175 Hilda Avenue,1300,Condo Apt,Condo Apartment,Apartment,Newtonbrook West,589900,3,0,2,1,7,1,C07,-79.427199,43.794611,https://www.zolo.ca/toronto-real-estate/175-hilda-avenue/805,1200-1399
594000,1328 Birchmount Road,950,Condo Apt,Condo Apartment,Apartment,Wexford-Maryvale,589900,2,0,2,1,5,1,E04,-79.270857,43.713865,https://www.zolo.ca/toronto-real-estate/1328-birchmount-road/ph01,900-999
605000,25 Lower Simcoe Street,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589900,1,0,1,1,4,0,C01,-79.383315,43.641541,https://www.zolo.ca/toronto-real-estate/25-lower-simcoe-street/1005,500-599
606800,80 Queens Wharf Road,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589900,1,0,1,1,4,1,C01,-79.399202,43.638636,https://www.zolo.ca/toronto-real-estate/80-queens-wharf-road/1205,500-599
620000,29 Singer Court,750,Condo Apt,Condo Apartment,Apartment,Bayview Village,589900,1,1,1,1,5,1,C15,-79.368798,43.769094,https://www.zolo.ca/toronto-real-estate/29-singer-court/2915,700-799
620000,1121 Steeles Avenue,1300,Condo Apt,Condo Apartment,Apartment,Westminster-Branson,589900,2,0,2,1,7,1,C07,-79.419952,43.798,https://www.zolo.ca/toronto-real-estate/1121-steeles-avenue/705,1200-1399
625000,181 Dundas Street E,550,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,589900,1,1,1,1,5,0,C08,-79.374084,43.656919,https://www.zolo.ca/toronto-real-estate/181-dundas-street-east/3112,500-599
630000,352 Front Street W,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,589900,1,1,1,1,4,0,C01,-79.392186,43.64389,https://www.zolo.ca/toronto-real-estate/352-front-street-west/2218,500-599
630000,275 Yorkland Road,750,Condo Apt,Condo Apartment,Apartment,Henry Farm,589900,1,1,1,1,5,1,C15,-79.33699,43.774819,https://www.zolo.ca/toronto-real-estate/275-yorkland-road/3102,700-799
630000,125 Western Battery Road,550,Condo Apt,Condo Apartment,Apartment,Niagara,589900,1,0,1,1,5,0,C01,-79.41672,43.639916,https://www.zolo.ca/toronto-real-estate/125-western-battery-road/2016,500-599
660000,420 Mill Road,1300,Condo Apt,Condo Apartment,Apartment,Eringate-Centennial-West Deane,589900,3,0,2,1,7,1,W08,-79.588907,43.64411,https://www.zolo.ca/toronto-real-estate/420-mill-road/807,1200-1399
670500,250 Manitoba Street,750,Condo Apt,Condo Apartment,Loft,Mimico,589900,1,0,2,1,5,1,W06,-79.489962,43.624447,https://www.zolo.ca/toronto-real-estate/250-manitoba-street/631,700-799
685000,29 Singer Court,950,Condo Apt,Condo Apartment,Apartment,Bayview Village,589900,2,1,2,1,6,2,C15,-79.368798,43.769094,https://www.zolo.ca/toronto-real-estate/29-singer-court/2702,900-999
685000,231 Fort York Boulevard,650,Condo Apt,Condo Apartment,Apartment,Niagara,589900,1,1,1,1,5,1,C01,-79.406626,43.636548,https://www.zolo.ca/toronto-real-estate/231-fort-york-boulevard/1306,600-699
720000,275 Manse Road,1700,Condo Townhouse,Condo Townhouse,Stacked Townhouse,West Hill,589900,3,1,4,1,7,2,E10,-79.17463,43.767046,https://www.zolo.ca/toronto-real-estate/275-manse-road/104,1600-1799
720000,275 Manse Road,1700,Condo Townhouse,Condo Townhouse,Stacked Townhouse,West Hill,589900,3,1,4,1,7,2,E10,-79.17463,43.767046,https://www.zolo.ca/toronto-real-estate/275-manse-road/104,1600-1799
630000,22 Olive Avenue,650,Condo Apt,Condo Apartment,Apartment,Willowdale East,589990,1,1,1,1,5,1,C14,-79.41425,43.778938,https://www.zolo.ca/toronto-real-estate/22-olive-avenue/301,600-699
600700,1328 Birchmount Road,950,Condo Apt,Condo Apartment,Apartment,Wexford-Maryvale,589999,2,0,2,1,5,1,E04,-79.270857,43.713865,https://www.zolo.ca/toronto-real-estate/1328-birchmount-road/1803,900-999
580000,60 Fairfax Crescent,950,Condo Apt,Condo Apartment,Apartment,Clairlea-Birchmount,590000,2,1,2,1,6,1,E04,-79.283026,43.716214,https://www.zolo.ca/toronto-real-estate/60-fairfax-crescent/104,900-999
597500,1 Michael Power Place,850,Condo Apt,Condo Apartment,Apartment,Islington-City Centre West,590000,2,0,2,1,5,1,W08,-79.529488,43.64396,https://www.zolo.ca/toronto-real-estate/1-michael-power-place/1603,800-899
612500,7 Michael Power Place,850,Condo Apt,Condo Apartment,Apartment,Islington-City Centre West,590000,2,0,2,1,4,1,W08,-79.529239,43.644592,https://www.zolo.ca/toronto-real-estate/7-michael-power-place/1503,800-899
615000,400 Adelaide Street E,550,Condo Apt,Condo Apartment,Apartment,Moss Park,590000,1,0,1,1,3,0,C08,-79.367554,43.652465,https://www.zolo.ca/toronto-real-estate/400-adelaide-street-east/507,500-599
630000,4968 Yonge Street N,750,Condo Apt,Condo Apartment,Apartment,Lansing-Westgate,590000,1,1,1,1,5,1,C07,-79.412148,43.765582,https://www.zolo.ca/toronto-real-estate/4968-yonge-street-north/1609,700-799
635000,140 Simcoe Street,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,590000,1,0,1,1,4,0,C01,-79.385477,43.645927,https://www.zolo.ca/toronto-real-estate/140-simcoe-street/1220,600-699
739900,100 Harbour Street,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,590000,1,0,1,1,4,0,C01,-79.379648,43.641982,https://www.zolo.ca/toronto-real-estate/100-harbour-street/3603,500-599
575900,33 Helendale Avenue,250,Condo Apt,Condo Apartment,Apartment,Yonge-Eglinton,590900,1,0,1,1,4,0,C03,-79.399105,43.708941,https://www.zolo.ca/toronto-real-estate/33-helendale-avenue/2602,0-499
590998,251 Jarvis Street,250,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,590998,1,1,1,1,3,0,C08,-79.374615,43.657546,https://www.zolo.ca/toronto-real-estate/251-jarvis-street/5004,0-499
620000,121 Mcmahon Drive,650,Condo Apt,Condo Apartment,Apartment,Bayview Village,592800,1,1,1,1,5,1,C15,-79.370623,43.767726,https://www.zolo.ca/toronto-real-estate/121-mcmahon-drive/1810,600-699
639900,2 White Abbey Park E,1300,Condo Townhouse,Condo Townhouse,2-Storey,Wexford-Maryvale,594900,2,1,2,1,5,1,E04,-79.306614,43.760039,https://www.zolo.ca/toronto-real-estate/2-white-abbey-park-east/31,1200-1399
587000,15 Viking Lane,650,Condo Apt,Condo Apartment,Apartment,Islington-City Centre West,595000,1,1,1,1,5,1,W08,-79.535174,43.639083,https://www.zolo.ca/toronto-real-estate/15-viking-lane/2403,600-699
590000,5765 Yonge Street,1300,Condo Apt,Condo Apartment,Apartment,Newtonbrook East,595000,2,0,2,1,6,1,C14,-79.415123,43.783083,https://www.zolo.ca/toronto-real-estate/5765-yonge-street/1508,1200-1399
595000,410 Queens Quay W,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,595000,1,0,1,1,4,1,C01,-79.391261,43.637975,https://www.zolo.ca/toronto-real-estate/410-queens-quay-west/1407,600-699
595000,185 Roehampton Avenue,550,Condo Apt,Condo Apartment,Apartment,Mount Pleasant West,595000,1,1,1,1,5,0,C10,-79.392962,43.708976,https://www.zolo.ca/toronto-real-estate/185-roehampton-avenue/2206,500-599
595000,140 Simcoe Street,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,595000,1,0,1,1,4,0,C01,-79.385477,43.645927,https://www.zolo.ca/toronto-real-estate/140-simcoe-street/304,600-699
600000,18 Mondeo Drive,950,Condo Apt,Condo Apartment,Apartment,Dorset Park,595000,2,1,2,1,6,1,E04,-79.288093,43.764835,https://www.zolo.ca/toronto-real-estate/18-mondeo-drive/122,900-999
610000,170 Fort York Boulevard,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,595000,1,0,1,1,4,0,C01,-79.399758,43.63924,https://www.zolo.ca/toronto-real-estate/170-fort-york-boulevard/2412,500-599
640000,397 Front Street W,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,595000,1,1,1,1,4,1,C01,-79.398027,43.641626,https://www.zolo.ca/toronto-real-estate/397-front-street-west/708,600-699
660000,5444 Yonge Street,950,Condo Apt,Condo Apartment,Apartment,Willowdale West,595000,1,1,1,1,5,1,C07,-79.415766,43.776427,https://www.zolo.ca/toronto-real-estate/5444-yonge-street/110,900-999
660000,222 The Esplanade,850,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C8,595000,2,1,1,1,2,1,C08,-79.365521,43.649567,https://www.zolo.ca/toronto-real-estate/222-the-esplanade/621,800-899
681000,168 Simcoe Street,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,595000,1,0,1,1,4,1,C01,-79.387318,43.649978,https://www.zolo.ca/toronto-real-estate/168-simcoe-street/803,600-699
596000,52 Forest Manor Road,550,Condo Apt,Condo Apartment,Apartment,Henry Farm,596000,1,1,1,1,4,1,C15,-79.344575,43.772365,https://www.zolo.ca/toronto-real-estate/52-forest-manor-road/706,500-599
598000,38 Grenville Street,550,Condo Apt,Condo Apartment,Apartment,Bay Street Corridor,596000,1,0,1,1,4,0,C01,-79.386005,43.661667,https://www.zolo.ca/toronto-real-estate/38-grenville-street/704,500-599
575000,2152 Lawrence Avenue E,850,Condo Apt,Condo Apartment,Apartment,Wexford-Maryvale,597000,2,0,2,1,5,1,E04,-79.285332,43.747532,https://www.zolo.ca/toronto-real-estate/2152-lawrence-avenue-east/ph8,800-899
597000,505 Richmond Street W,250,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,597000,1,0,1,1,2,0,C01,-79.39923,43.647269,https://www.zolo.ca/toronto-real-estate/505-richmond-street-west/1127,0-499
605000,15 Maitland Place,850,Condo Apt,Condo Apartment,Apartment,Cabbagetown-South St. James Town,597000,1,1,1,1,6,1,C08,-79.376333,43.665292,https://www.zolo.ca/toronto-real-estate/15-maitland-place/407,800-899
640000,2269 Lake Shore Boulevard W,750,Condo Apt,Condo Apartment,Loft,Mimico,597000,1,0,2,1,4,1,W06,-79.484224,43.619641,https://www.zolo.ca/toronto-real-estate/2269-lake-shore-boulevard-west/305,700-799
655000,15 Iceboat Terrace S,650,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,597000,1,1,1,1,5,1,C01,-79.39681,43.640528,https://www.zolo.ca/toronto-real-estate/15-iceboat-terrace-south/3716,600-699
570000,35 Balmuto Street,550,Condo Apt,Condo Apartment,Apartment,Bay Street Corridor,598000,1,0,1,1,5,0,C01,-79.387414,43.669493,https://www.zolo.ca/toronto-real-estate/35-balmuto-street/1003,500-599
590000,33 Shore Breeze Drive,650,Comm Element Condo,Condo Apartment,Apartment,Mimico,598000,1,1,1,1,6,1,W06,-79.4163,43.70011,https://www.zolo.ca/toronto-real-estate/33-shore-breeze-drive/401,600-699
590000,240 Scarlett Road,1100,Condo Apt,Condo Apartment,Apartment,Rockcliffe-Smythe,598000,2,0,1,1,8,1,W03,-79.50816,43.675613,https://www.zolo.ca/toronto-real-estate/240-scarlett-road/809,1000-1199
593000,125 Village Green Square,850,Condo Apt,Condo Apartment,Apartment,Agincourt South-Malvern West,598000,2,0,2,1,5,1,E07,-79.281211,43.777417,https://www.zolo.ca/toronto-real-estate/125-village-green-square/704,800-899
597000,240 Scarlett Road,1100,Condo Apt,Condo Apartment,Apartment,Rockcliffe-Smythe,598000,2,0,2,1,5,1,W03,-79.50816,43.675613,https://www.zolo.ca/toronto-real-estate/240-scarlett-road/1005,1000-1199
598000,9 Valhalla Inn Road,750,Condo Apt,Condo Apartment,Apartment,Islington-City Centre West,598000,2,0,1,1,5,1,W08,-79.560159,43.641171,https://www.zolo.ca/toronto-real-estate/9-valhalla-inn-road/2107,700-799
598000,23 Hollywood Avenue,750,Condo Apt,Condo Apartment,Apartment,Willowdale East,598000,1,1,1,1,5,1,C14,-79.410841,43.765567,https://www.zolo.ca/toronto-real-estate/23-hollywood-avenue/1901,700-799
605000,135 Village Green Square,750,Condo Apt,Condo Apartment,Apartment,Agincourt South-Malvern West,598000,2,0,2,1,5,1,E07,-79.280751,43.777872,https://www.zolo.ca/toronto-real-estate/135-village-green-square/3917,700-799
606000,80 Marine Parade Drive,650,Condo Apt,Condo Apartment,Apartment,Mimico,598000,1,0,1,1,4,1,W06,-79.477213,43.626243,https://www.zolo.ca/toronto-real-estate/80-marine-parade-drive/601,600-699
615000,55 Bamburgh Circle,1500,Condo Apt,Condo Apartment,Apartment,Steeles,598000,3,1,2,1,7,2,E05,-79.326457,43.814671,https://www.zolo.ca/toronto-real-estate/55-bamburgh-circle/509,1400-1599
620000,5 Michael Power Place,850,Condo Apt,Condo Apartment,Apartment,Islington-City Centre West,598000,2,0,2,1,5,1,W08,-79.528726,43.64434,https://www.zolo.ca/toronto-real-estate/5-michael-power-place/2008,800-899
633000,832 Bay Street,250,Condo Apt,Condo Apartment,Apartment,Bay Street Corridor,598000,1,0,1,1,4,0,C01,-79.386536,43.662272,https://www.zolo.ca/toronto-real-estate/832-bay-street/4309,0-499
635000,18 Rean Drive,650,Condo Apt,Condo Apartment,Apartment,Bayview Village,598000,1,1,2,1,5,1,C15,-79.382813,43.766852,https://www.zolo.ca/toronto-real-estate/18-rean-drive/312,600-699
635000,1101 Steeles Avenue W,1100,Condo Apt,Condo Apartment,Apartment,Westminster-Branson,598000,2,0,2,1,5,1,C07,-79.448159,43.790468,https://www.zolo.ca/toronto-real-estate/1101-steeles-avenue-west/714,1000-1199
637500,76 Shuter Street,750,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,598000,1,1,1,1,5,0,C08,-79.37538,43.655303,https://www.zolo.ca/toronto-real-estate/76-shuter-street/1108,700-799
640000,4968 Yonge Street,750,Condo Apt,Condo Apartment,Apartment,Lansing-Westgate,598000,2,0,1,1,6,1,C07,-79.412148,43.765582,https://www.zolo.ca/toronto-real-estate/4968-yonge-street-west/510,700-799
656000,222 The Esplanade,950,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C8,598000,2,0,2,1,5,1,C08,-79.365521,43.649567,https://www.zolo.ca/toronto-real-estate/222-the-esplanade/1008,900-999
674800,55 Ann O'reilly Road,750,Condo Apt,Condo Apartment,Apartment,Henry Farm,598000,2,0,2,1,5,1,C15,-79.329128,43.77404,https://www.zolo.ca/toronto-real-estate/55-ann-oreilly-road/1408,700-799
675000,383 Adelaide Street E,750,Condo Apt,Condo Apartment,Loft,Moss Park,598000,1,0,1,1,5,0,C08,-79.367759,43.652233,https://www.zolo.ca/toronto-real-estate/383-adelaide-street-east/204,700-799
675000,103 The Queensway Avenue,750,Condo Apt,Condo Apartment,Apartment,High Park-Swansea,598000,1,1,1,1,5,1,W01,-79.470374,43.636291,https://www.zolo.ca/toronto-real-estate/103-the-queensway-avenue/903,700-799
700000,525 Wilson Avenue,850,Condo Apt,Condo Apartment,Apartment,Clanton Park,598000,2,0,2,1,5,1,C06,-79.446318,43.734633,https://www.zolo.ca/toronto-real-estate/525-wilson-avenue/811,800-899
710000,1030 King Street W,650,Condo Apt,Condo Apartment,Apartment,Niagara,598000,1,1,1,1,5,0,C01,-79.416456,43.641311,https://www.zolo.ca/toronto-real-estate/1030-king-street-west/740,600-699
730000,233 Beecroft Road,850,Condo Apt,Condo Apartment,Apartment,Willowdale West,598000,2,0,2,1,6,1,C07,-79.416027,43.76956,https://www.zolo.ca/toronto-real-estate/233-beecroft-road/415,800-899
715000,140 Widdicombe Hill Boulevard,950,Condo Townhouse,Condo Townhouse,Stacked Townhouse,Willowridge-Martingrove-Richview,598171,2,0,2,1,4,1,W09,-79.559029,43.675609,https://www.zolo.ca/toronto-real-estate/140-widdicombe-hill-boulevard/623,900-999
660000,281 Mutual Street,550,Condo Apt,Condo Apartment,Apartment,Church-Yonge Corridor,598500,1,0,1,1,4,1,C08,-79.378175,43.663043,https://www.zolo.ca/toronto-real-estate/281-mutual-street/2405,500-599
590000,8 Mercer Street,550,Condo Apt,Condo Apartment,Apartment,Waterfront Communities C1,598700,1,1,1,1,3,0,C01,-79.389737,43.645985,https://www.zolo.ca/toronto-real-estate/8-mercer-street/801,500-599
592800,60 Byng Avenue,650,Condo Apt,Condo Apartment,Apartment,Willowdale East,598800,1,1,1,1,5,1,C14,-79.41276,43.777391,https://www.zolo.ca/toronto-real-estate/60-byng-avenue/2315,600-699
598800,99 The Donway W,650,Condo Apt,Condo Apartment,Apartment,Banbury-Don Mills,598800,1,1,2,1,4,1,C13,-79.346192,43.740478,https://www.zolo.ca/toronto-real-estate/99-the-donway-w/107,600-699
